# ref-type-bench-v2
# unix_time: "1789346743"
# git_commit: "unavailable"
# git_status: "unavailable"
# rustc: "rustc 1.98.1 (48a229cea 2026-09-01)\nbinary: rustc\ncommit-hash: 48a229ceaefd4985c50990b14116b6d856af0985\ncommit-date: 2026-09-01\nhost: x86_64-unknown-linux-gnu\nrelease: 1.98.1\nLLVM version: 22.1.8"
# system: "Linux N-DESKTOP-2 6.18.33.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun 18 21:54:43 UTC 2026 x86_64 x86_64 x86_64 GNU/Linux"
# cpu: "model name\t: 12th Gen Intel(R) Core(TM) i5-12400"
# cpu_affinity: "Cpus_allowed_list:\t0"
# RUSTFLAGS: ""
# CARGO_ENCODED_RUSTFLAGS: ""
# config: "Args { filter: \"\", list: false, samples: 10, warmup_ms: 1000, sample_ms: 200, save_baseline: Some(\"before-2\"), baseline: None, output_dir: \"/home/namaniyu/source/ref-type/target/benchmarks/front-refactor-final-results\", bench: false }"
case	sample	iterations	elapsed_ns	ns_per_iteration
kernel/closure64x128	3	9755	49086534	5031.935828
kernel/closure64x128	4	9901	49510520	5000.557519
kernel/closure64x128	5	9738	49332090	5065.936537
kernel/closure64x128	6	9542	49462431	5183.654475
kernel/closure64x128	7	9808	49432687	5040.037418
kernel/closure64x128	8	9917	48958410	4936.816578
kernel/closure64x128	9	9871	49285973	4993.007091
evaluate/countdown32	0	238	41411714	173998.798319
evaluate/countdown32	1	229	41603961	181676.685590
evaluate/countdown32	2	234	41410447	176967.722222
evaluate/countdown32	3	235	41157830	175139.702128
evaluate/countdown32	4	234	40844705	174550.021368
evaluate/countdown32	5	239	41477262	173545.029289
evaluate/countdown32	6	216	40272957	186448.875000
evaluate/countdown32	7	230	41496098	180417.817391
evaluate/countdown32	8	227	41166807	181351.572687
evaluate/countdown32	9	225	41321401	183650.671111
evaluate/countdown128	0	32	76998960	2406217.500000
evaluate/countdown128	1	29	75699721	2610335.206897
evaluate/countdown128	2	32	76461432	2389419.750000
evaluate/countdown128	3	32	77885157	2433911.156250
evaluate/countdown128	4	33	79424753	2406810.696970
evaluate/countdown128	5	32	78004694	2437646.687500
evaluate/countdown128	6	32	80397590	2512424.687500
evaluate/countdown128	7	32	80238960	2507467.500000
evaluate/countdown128	8	32	80030084	2500940.125000
evaluate/countdown128	9	32	77162808	2411337.750000
# complete
