# ref-type-bench-v2
# unix_time: "1789346610"
# git_commit: "unavailable"
# git_status: "unavailable"
# rustc: "rustc 1.98.1 (48a229cea 2026-09-01)\nbinary: rustc\ncommit-hash: 48a229ceaefd4985c50990b14116b6d856af0985\ncommit-date: 2026-09-01\nhost: x86_64-unknown-linux-gnu\nrelease: 1.98.1\nLLVM version: 22.1.8"
# system: "Linux N-DESKTOP-2 6.18.33.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun 18 21:54:43 UTC 2026 x86_64 x86_64 x86_64 GNU/Linux"
# cpu: "model name\t: 12th Gen Intel(R) Core(TM) i5-12400"
# cpu_affinity: "Cpus_allowed_list:\t0"
# RUSTFLAGS: ""
# CARGO_ENCODED_RUSTFLAGS: ""
# config: "Args { filter: \"\", list: false, samples: 10, warmup_ms: 1000, sample_ms: 200, save_baseline: Some(\"after-2\"), baseline: None, output_dir: \"/home/namaniyu/source/ref-type/target/benchmarks/front-refactor-final-results\", bench: false }"
case	sample	iterations	elapsed_ns	ns_per_iteration
instantiate/128x16-unused	5	123	188564047	1533041.032520
instantiate/128x16-unused	6	129	189170845	1466440.658915
instantiate/128x16-unused	7	130	188378500	1449065.384615
instantiate/128x16-unused	8	128	189455261	1480119.226562
instantiate/128x16-unused	9	127	189070115	1488741.062992
instantiate/128x16-one-each	0	123	189129799	1537640.642276
instantiate/128x16-one-each	1	113	189210173	1674426.309735
instantiate/128x16-one-each	2	123	189002610	1536606.585366
instantiate/128x16-one-each	3	125	188344354	1506754.832000
instantiate/128x16-one-each	4	123	188520729	1532688.853659
instantiate/128x16-one-each	5	123	189187742	1538111.723577
instantiate/128x16-one-each	6	124	188205182	1517783.725806
instantiate/128x16-one-each	7	125	188377409	1507019.272000
instantiate/128x16-one-each	8	124	189521595	1528399.959677
instantiate/128x16-one-each	9	125	188720951	1509767.608000
normalize/beta256	0	23912	141903107	5934.388884
normalize/beta256	1	24015	142127542	5918.281990
normalize/beta256	2	23891	141307598	5914.679084
normalize/beta256	3	24769	141538374	5714.335419
normalize/beta256	4	24729	141247503	5711.816208
normalize/beta256	5	25589	141271326	5520.783383
normalize/beta256	6	24526	140685912	5736.194732
normalize/beta256	7	22445	139325728	6207.428291
normalize/beta256	8	23914	141323072	5909.637534
normalize/beta256	9	21700	139909269	6447.431751
kernel/closure64x128	0	9082	48279022	5315.902004
kernel/closure64x128	1	8514	48314754	5674.742072
kernel/closure64x128	2	8150	48985961	6010.547362
kernel/closure64x128	3	9158	48417942	5286.955886
kernel/closure64x128	4	8335	48879173	5864.327894
kernel/closure64x128	5	7767	49336769	6352.101069
kernel/closure64x128	6	8040	50506422	6281.893284
kernel/closure64x128	7	8302	49385966	5948.682968
kernel/closure64x128	8	9133	48594122	5320.718493
kernel/closure64x128	9	9369	48470097	5173.454691
evaluate/countdown32	0	229	41587752	181605.903930
evaluate/countdown32	1	221	40730474	184300.787330
evaluate/countdown32	2	223	40900284	183409.345291
evaluate/countdown32	3	226	40707111	180119.960177
evaluate/countdown32	4	232	41443325	178635.021552
evaluate/countdown32	5	231	40972864	177371.705628
evaluate/countdown32	6	234	41489049	177303.628205
evaluate/countdown32	7	225	40267807	178968.031111
evaluate/countdown32	8	214	42950817	200704.752336
evaluate/countdown32	9	228	42381222	185882.552632
evaluate/countdown128	0	34	77045975	2266058.088235
evaluate/countdown128	1	33	76728396	2325102.909091
evaluate/countdown128	2	34	78454698	2307491.117647
evaluate/countdown128	3	31	77681247	2505846.677419
evaluate/countdown128	4	34	78124488	2297779.058824
evaluate/countdown128	5	34	79084780	2326022.941176
evaluate/countdown128	6	34	77909840	2291465.882353
evaluate/countdown128	7	34	78894540	2320427.647059
evaluate/countdown128	8	32	76800232	2400007.250000
evaluate/countdown128	9	32	77619998	2425624.937500
# complete
