# ref-type-bench-v2
# unix_time: "1789342114"
# git_commit: "unavailable"
# git_status: "unavailable"
# rustc: "rustc 1.98.1 (48a229cea 2026-09-01)\nbinary: rustc\ncommit-hash: 48a229ceaefd4985c50990b14116b6d856af0985\ncommit-date: 2026-09-01\nhost: x86_64-unknown-linux-gnu\nrelease: 1.98.1\nLLVM version: 22.1.8"
# system: "Linux N-DESKTOP-2 6.18.33.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun 18 21:54:43 UTC 2026 x86_64 x86_64 x86_64 GNU/Linux"
# cpu: "model name\t: 12th Gen Intel(R) Core(TM) i5-12400"
# cpu_affinity: "Cpus_allowed_list:\t0"
# RUSTFLAGS: ""
# CARGO_ENCODED_RUSTFLAGS: ""
# config: "Args { filter: \"\", list: false, samples: 10, warmup_ms: 200, sample_ms: 50, save_baseline: Some(\"after-2\"), baseline: None, output_dir: \"/home/namaniyu/source/ref-type/target/benchmarks/refactor-comparison\", bench: false }"
case	sample	iterations	elapsed_ns	ns_per_iteration
evaluate/countdown32	3	45	10276991	228377.577778
evaluate/countdown32	4	49	10791808	220240.979592
evaluate/countdown32	5	50	10218752	204375.040000
evaluate/countdown32	6	50	9990873	199817.460000
evaluate/countdown32	7	53	9928715	187334.245283
evaluate/countdown32	8	49	9905349	202149.979592
evaluate/countdown32	9	51	10454685	204993.823529
evaluate/countdown128	0	7	18848128	2692589.714286
evaluate/countdown128	1	8	20814006	2601750.750000
evaluate/countdown128	2	8	21268876	2658609.500000
evaluate/countdown128	3	6	19901342	3316890.333333
evaluate/countdown128	4	8	21928621	2741077.625000
evaluate/countdown128	5	8	21565010	2695626.250000
evaluate/countdown128	6	7	19455956	2779422.285714
evaluate/countdown128	7	6	22999962	3833327.000000
evaluate/countdown128	8	7	19116303	2730900.428571
evaluate/countdown128	9	7	19189178	2741311.142857
# complete
